"indexno","white_2009","black_2009","american_native_2009","asian_or_pi_2009","hispanicrace_2009","other_race_2009","age_2009","obstetrics_2009","patient_care_hours_2009","prenatal_2009","group_fam_2009","group_int_2009","group_obgyn_2009","group_ped_2009","group_ger_2009","ruca_urban_2009","ruca_lrural_2009","ruca_srural_2009","hpsa_not_2009","hpsa_full_2009","hpsa_part_2009","adi_state_2009","setting_amb_2009","setting_hosp_2009","setting_medsch_2009","setting_nurs_2009","setting_other_2009","setting_solo_2009","setting_missing_2009","female_2009","gen_x_2009","gen_y_2009","gen_boom_lead_2009","gen_boom_trail_2009","gen_ww2_2009","race_unknown_2009","school_img_2009","school_in_state_2009","school_out_hbcu_2009","school_out_nonhbcu_2009","zadi_state_2009","zhours_2009","practice_yrs_2009","_0to5_2009","_6to10_2009","_11to20_2009","_21to30_2009","_31more_2009","fwhite_2009","fblack_2009","fan_2009","fasian_2009","fhispanic_2009","fother_2009","funknown_2009","mwhite_2009","mblack_2009","man_2009","masian_2009","mhispanic_2009","mother_2009","munknown_2009","fgen_y_2009","fgen_x_2009","fgen_boom_lead_2009","fgen_boom_trail_2009","fgen_ww2_2009","mgen_y_2009","mgen_x_2009","mgen_boom_lead_2009","mgen_boom_trail_2009","mgen_ww2_2009","age35below_2009","age36to45_2009","age46to55_2009","age56to65_2009","age66over_2009","group_2009","in_2009","white_2019","black_2019","american_native_2019","asian_or_pi_2019","hispanicrace_2019","other_race_2019","age_2019","obstetrics_2019","patient_care_hours_2019","prenatal_2019","group_fam_2019","group_int_2019","group_obgyn_2019","group_ped_2019","group_ger_2019","ruca_urban_2019","ruca_lrural_2019","ruca_srural_2019","hpsa_not_2019","hpsa_full_2019","hpsa_part_2019","adi_state_2019","setting_amb_2019","setting_hosp_2019","setting_medsch_2019","setting_nurs_2019","setting_other_2019","setting_solo_2019","setting_missing_2019","female_2019","gen_x_2019","gen_y_2019","gen_boom_lead_2019","gen_boom_trail_2019","gen_ww2_2019","race_unknown_2019","school_img_2019","school_in_state_2019","school_out_hbcu_2019","school_out_nonhbcu_2019","zadi_state_2019","zhours_2019","practice_yrs_2019","_0to5_2019","_6to10_2019","_11to20_2019","_21to30_2019","_31more_2019","fwhite_2019","fblack_2019","fan_2019","fasian_2019","fhispanic_2019","fother_2019","funknown_2019","mwhite_2019","mblack_2019","man_2019","masian_2019","mhispanic_2019","mother_2019","munknown_2019","fgen_y_2019","fgen_x_2019","fgen_boom_lead_2019","fgen_boom_trail_2019","fgen_ww2_2019","mgen_y_2019","mgen_x_2019","mgen_boom_lead_2019","mgen_boom_trail_2019","mgen_ww2_2019","age35below_2019","age36to45_2019","age46to55_2019","age56to65_2019","age66over_2019","group_2019","in_2019","class_09_ml","class_19_ml"
135105,1,0,0,0,0,0,32,1,40,1,0,0,1,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.2392015,-0.0464597,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,42,1,50,1,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.8215426,0.7546659,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
135126,0,1,0,0,0,0,30,0,40,0,0,0,0,1,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.774512,-0.0464597,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,40,0,20,0,0,0,0,1,0,0,1,0,0,0,1,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.190241,-1.194352,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1
135133,1,0,0,0,0,0,31,0,45,0,0,0,0,1,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.774512,0.281692,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,41,0,20,0,0,0,0,1,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,-1.194352,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,4
135206,0,0,1,0,0,0,28,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-0.2392015,NA,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,38,0,NA,0,0,0,0,1,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.150948,NA,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
135292,1,0,0,0,0,0,50,0,50,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.5748204,0.6098437,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,60,0,48,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.4862453,0.6247314,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,4
135394,1,0,0,0,0,0,34,0,40,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.246058,-0.0464597,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,44,0,32,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.15684,-0.4147446,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,3
135421,1,0,0,0,0,0,41,0,80,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.2392015,2.578754,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,51,0,40,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8215426,0.1049934,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4,3
135447,0,0,0,1,0,0,48,1,50,1,1,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4320363,0.6098437,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,58,0,70,0,1,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5196465,2.054011,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
135518,0,0,1,0,0,0,32,0,45,0,0,1,0,0,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,0.281692,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,42,0,0,0,0,1,0,0,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,-2.493697,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,4
135520,1,0,0,0,0,0,34,0,40,0,0,0,0,1,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.103274,-0.0464597,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,44,0,60,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8215426,1.404338,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,3
135521,1,0,0,0,0,0,31,0,36,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.9104393,-0.3089811,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,41,0,40,0,0,0,0,1,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.150948,0.1049934,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
135590,1,0,0,0,0,0,32,0,40,1,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.2392015,-0.0464597,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,42,0,32,0,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.150948,-0.4147446,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,4
135599,1,0,0,0,0,0,29,0,35,0,0,0,0,1,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.2392015,-0.3746114,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,39,0,35,0,0,0,0,1,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.150948,-0.2198429,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,3
135604,1,0,0,0,0,0,53,0,36,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.246058,-0.3089811,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,63,0,40,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.15684,0.1049934,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3
135654,1,0,0,0,0,0,53,0,45,0,1,0,0,0,0,0,1,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.774512,0.281692,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,63,0,35,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.4862453,-0.2198429,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
135677,1,0,0,0,0,0,37,0,30,0,0,0,0,1,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.774512,-0.7027631,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,47,0,25,0,0,0,0,1,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,-0.8695154,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,4
135679,1,0,0,0,0,0,32,0,40,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.246058,-0.0464597,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,42,0,45,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.15684,0.4298297,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
135727,0,0,0,0,1,0,33,0,60,0,0,1,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5748204,1.266147,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,43,0,50,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.15684,0.7546659,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
135743,1,0,0,0,0,0,33,0,40,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.246058,-0.0464597,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,43,0,25,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.15684,-0.8695154,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,3
135793,0,0,0,1,0,0,37,0,40,0,0,0,0,1,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7676552,-0.0464597,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,47,0,40,0,0,0,0,1,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.860836,0.1049934,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,3
135842,0,1,0,0,0,0,44,0,60,0,0,0,0,1,0,0,1,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.774512,1.266147,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,54,0,40,0,0,0,0,1,0,0,1,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.860836,0.1049934,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
135874,1,0,0,0,0,0,34,0,20,0,0,0,0,1,0,1,0,0,0,0,1,9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.438893,-1.359067,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,44,0,10,0,1,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.525538,-1.844024,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,3
135906,0,1,0,0,0,0,34,1,60,1,0,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.5748204,1.266147,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,44,1,50,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-0.4862453,0.7546659,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
135948,1,0,0,0,0,0,63,0,40,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.2392015,-0.0464597,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,73,0,40,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1843493,0.1049934,50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3
135949,1,0,0,0,0,0,52,0,40,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2392015,-0.0464597,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,62,0,40,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.150948,0.1049934,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3
136002,0,0,0,1,0,0,32,0,40,0,0,0,0,1,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,-0.0464597,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,42,0,28,0,0,0,0,1,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,-0.6746136,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,4
136107,1,0,0,0,0,0,34,0,40,0,0,1,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.5748204,-0.0464597,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,44,0,40,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.15684,0.1049934,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
136110,0,0,0,0,1,0,33,0,35,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.9104393,-0.3746114,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,43,0,27,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.8215426,-0.7395809,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
136113,1,0,0,0,0,0,49,0,40,0,0,1,0,0,0,1,0,0,0,0,1,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.438893,-0.0464597,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,59,0,29,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.525538,-0.6096464,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4
136134,0,0,0,1,0,0,34,0,36,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.5748204,-0.3089811,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,44,0,45,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.15684,0.4298297,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
136140,0,0,0,0,0,1,33,0,40,0,0,1,0,0,0,0,1,0,0,1,0,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.438893,-0.0464597,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,43,0,NA,0,0,1,0,0,0,0,1,0,0,1,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.525538,NA,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
136205,1,0,0,0,0,0,31,0,32,0,0,0,0,1,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.438893,-0.5715025,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,41,0,24,0,0,0,0,1,0,1,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,-0.9344826,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3
136215,0,0,0,0,1,0,36,0,40,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.5748204,-0.0464597,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,46,0,40,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.15684,0.1049934,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
136220,0,1,0,0,0,0,34,0,40,0,0,0,0,1,0,0,0,1,0,0,1,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.103274,-0.0464597,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,44,0,34,0,0,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0.8549438,-0.2848101,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4
136260,0,1,0,0,0,0,38,0,40,0,0,1,0,0,0,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.103274,-0.0464597,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,48,0,38,0,0,1,0,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.190241,-0.0249411,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4,3
136366,0,0,0,1,0,0,33,0,80,0,1,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0964174,2.578754,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,43,0,45,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.15684,0.4298297,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,3
136376,1,0,0,0,0,0,36,1,50,1,0,0,1,0,0,1,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,0.6098437,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,46,1,40,1,0,0,1,0,0,1,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,0.1049934,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2
