"indexno","white_2009","black_2009","american_native_2009","asian_or_pi_2009","hispanicrace_2009","other_race_2009","age_2009","obstetrics_2009","patient_care_hours_2009","prenatal_2009","group_fam_2009","group_int_2009","group_obgyn_2009","group_ped_2009","group_ger_2009","ruca_urban_2009","ruca_lrural_2009","ruca_srural_2009","hpsa_not_2009","hpsa_full_2009","hpsa_part_2009","adi_state_2009","setting_amb_2009","setting_hosp_2009","setting_medsch_2009","setting_nurs_2009","setting_other_2009","setting_solo_2009","setting_missing_2009","female_2009","gen_x_2009","gen_y_2009","gen_boom_lead_2009","gen_boom_trail_2009","gen_ww2_2009","race_unknown_2009","school_img_2009","school_in_state_2009","school_out_hbcu_2009","school_out_nonhbcu_2009","zadi_state_2009","zhours_2009","practice_yrs_2009","_0to5_2009","_6to10_2009","_11to20_2009","_21to30_2009","_31more_2009","fwhite_2009","fblack_2009","fan_2009","fasian_2009","fhispanic_2009","fother_2009","funknown_2009","mwhite_2009","mblack_2009","man_2009","masian_2009","mhispanic_2009","mother_2009","munknown_2009","fgen_y_2009","fgen_x_2009","fgen_boom_lead_2009","fgen_boom_trail_2009","fgen_ww2_2009","mgen_y_2009","mgen_x_2009","mgen_boom_lead_2009","mgen_boom_trail_2009","mgen_ww2_2009","age35below_2009","age36to45_2009","age46to55_2009","age56to65_2009","age66over_2009","group_2009","in_2009","white_2019","black_2019","american_native_2019","asian_or_pi_2019","hispanicrace_2019","other_race_2019","age_2019","obstetrics_2019","patient_care_hours_2019","prenatal_2019","group_fam_2019","group_int_2019","group_obgyn_2019","group_ped_2019","group_ger_2019","ruca_urban_2019","ruca_lrural_2019","ruca_srural_2019","hpsa_not_2019","hpsa_full_2019","hpsa_part_2019","adi_state_2019","setting_amb_2019","setting_hosp_2019","setting_medsch_2019","setting_nurs_2019","setting_other_2019","setting_solo_2019","setting_missing_2019","female_2019","gen_x_2019","gen_y_2019","gen_boom_lead_2019","gen_boom_trail_2019","gen_ww2_2019","race_unknown_2019","school_img_2019","school_in_state_2019","school_out_hbcu_2019","school_out_nonhbcu_2019","zadi_state_2019","zhours_2019","practice_yrs_2019","_0to5_2019","_6to10_2019","_11to20_2019","_21to30_2019","_31more_2019","fwhite_2019","fblack_2019","fan_2019","fasian_2019","fhispanic_2019","fother_2019","funknown_2019","mwhite_2019","mblack_2019","man_2019","masian_2019","mhispanic_2019","mother_2019","munknown_2019","fgen_y_2019","fgen_x_2019","fgen_boom_lead_2019","fgen_boom_trail_2019","fgen_ww2_2019","mgen_y_2019","mgen_x_2019","mgen_boom_lead_2019","mgen_boom_trail_2019","mgen_ww2_2019","age35below_2019","age36to45_2019","age46to55_2019","age56to65_2019","age66over_2019","group_2019","in_2019","class_09_ml","class_19_ml"
17274,1,0,0,0,0,0,46,0,42,0,1,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7676552,0.084801,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,56,0,NA,0,1,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8549438,NA,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3
17275,1,0,0,0,0,0,44,0,26,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.2392015,-0.9652845,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,71,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.150948,2.118978,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
17280,1,0,0,0,0,0,44,0,35,0,1,0,0,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.774512,-0.3746114,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,40,0,1,0,0,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.860836,0.1049934,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17299,1,0,0,0,0,0,44,0,45,0,1,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.438893,0.281692,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,36,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.150948,-0.1548756,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17300,1,0,0,0,0,0,44,0,28,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.5748204,-0.8340238,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,20,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.4862453,-1.194352,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17302,1,0,0,0,0,0,48,0,45,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.9104393,0.281692,22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,58,0,40,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8215426,0.1049934,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3
17303,1,0,0,0,0,0,48,0,40,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.246058,-0.0464597,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,58,0,40,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.4862453,0.1049934,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
17310,1,0,0,0,0,0,47,0,60,0,0,1,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,1.266147,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,57,0,40,0,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.8549438,0.1049934,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,4
17318,1,0,0,0,0,0,54,0,40,0,0,1,0,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.103274,-0.0464597,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,64,0,NA,0,0,1,0,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.190241,NA,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,3
17322,1,0,0,0,0,0,44,0,36,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.5748204,-0.3089811,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,55,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.15684,1.079502,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17333,1,0,0,0,0,0,49,0,24,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0964174,-1.096545,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,59,0,30,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.1843493,-0.5446791,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3
17338,1,0,0,0,0,0,45,0,40,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.2392015,-0.0464597,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55,0,NA,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.150948,NA,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
17344,1,0,0,0,0,0,53,0,50,0,1,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.438893,0.6098437,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,63,0,44,0,1,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.525538,0.3648624,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3
17349,1,0,0,0,0,0,52,0,55,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1.246058,0.9379954,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,62,0,47,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1.15684,0.5597641,39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,2
17392,1,0,0,0,0,0,47,0,40,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.246058,-0.0464597,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,57,0,50,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.15684,0.7546659,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3
17416,1,0,0,0,0,0,44,1,60,1,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.2392015,1.266147,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,60,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.150948,1.404338,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
17423,1,0,0,0,0,0,44,0,40,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2392015,-0.0464597,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54,0,36,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.150948,-0.1548756,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17451,0,0,0,1,0,0,57,0,60,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.9104393,1.266147,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,67,0,20,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.8215426,-1.194352,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,4
17468,1,0,0,0,0,0,50,0,55,0,0,1,0,0,0,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7676552,0.9379954,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,60,0,40,0,0,1,0,0,0,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8549438,0.1049934,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
17491,1,0,0,0,0,0,45,0,45,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.246058,0.281692,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55,0,50,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.15684,0.7546659,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17502,1,0,0,0,0,0,48,0,NA,0,0,0,1,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.774512,NA,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,58,1,60,1,0,0,1,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.860836,1.404338,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,2
17525,1,0,0,0,0,0,50,0,20,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.9104393,-1.359067,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,60,0,33,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.8215426,-0.3497773,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3
17546,1,0,0,0,0,0,46,1,70,1,0,0,1,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0964174,1.922451,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,56,1,40,1,0,0,1,0,0,1,0,0,0,0,1,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.525538,0.1049934,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
17550,1,0,0,0,0,0,49,0,40,0,1,0,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.4320363,-0.0464597,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,59,0,40,0,1,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5196465,0.1049934,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4
17587,1,0,0,0,0,0,61,0,56,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.5748204,1.003626,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,71,0,47,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.8215426,0.5597641,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,3
17604,1,0,0,0,0,0,45,0,50,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.2392015,0.6098437,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55,0,50,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.150948,0.7546659,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
17641,1,0,0,0,0,0,55,0,40,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.9104393,-0.0464597,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,65,0,32,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8215426,-0.4147446,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3
17644,1,0,0,0,0,0,46,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.5748204,NA,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,56,1,80,1,0,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.4862453,2.703683,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,2
17674,1,0,0,0,0,0,54,0,40,0,0,1,0,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.774512,-0.0464597,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,64,0,50,0,0,1,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.8549438,0.7546659,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,1
17682,1,0,0,0,0,0,48,1,32,1,1,0,0,0,0,1,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.774512,-0.5715025,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,58,1,20,1,1,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.860836,-1.194352,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,4
17739,1,0,0,0,0,0,54,0,55,0,1,0,0,0,0,0,0,1,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.9379954,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,64,0,60,0,1,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,1.404338,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
17760,0,0,0,1,0,0,63,0,55,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1.246058,0.9379954,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,73,0,70,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.525538,2.054011,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4,4
17769,1,0,0,0,0,0,43,0,15,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,-1.246058,-1.687218,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,53,0,46,0,0,0,0,1,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.525538,0.4947969,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3
17810,1,0,0,0,0,0,55,1,50,1,0,0,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.5748204,0.6098437,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,65,1,60,1,0,0,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.4862453,1.404338,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,2
17836,1,0,0,0,0,0,45,0,50,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.9104393,0.6098437,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55,0,30,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.15684,-0.5446791,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
17853,1,0,0,0,0,0,45,0,40,0,0,0,0,1,0,0,1,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.774512,-0.0464597,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55,0,40,0,0,0,0,1,0,0,1,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.860836,0.1049934,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
17856,1,0,0,0,0,0,45,0,23,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.9104393,-1.162176,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55,0,50,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.15684,0.7546659,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,3
